method,threshold,EC number,Number of positives,F1 score,Difference of F1 score
DNN ESM2 3B,1e-21,2.1.1.289,15,0.9090909090909091,0.06060606060606055
DNN ESM2 3B,1e-21,2.1.1.319,15,0.9032258064516129,0.07563959955506105
DNN ESM2 3B,1e-21,2.1.1.354,15,0.846153846153846,0.08144796380090469
DNN ESM2 3B,1e-21,2.1.1.359,15,1.0,0.1428571428571429
DNN ESM2 3B,1e-21,2.1.1.45,39,1.0,0.012658227848101333
DNN ESM2 3B,1e-21,2.1.1.64,19,1.0,0.027027027027026973
DNN ESM2 3B,1e-21,2.1.1.71,15,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.1.1.80,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,2.1.2.2,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,2.1.3.11,15,1.0,0.06666666666666665
DNN ESM2 3B,1e-21,2.1.3.3,50,1.0,0.010101010101010055
DNN ESM2 3B,1e-21,2.1.3.9,14,0.9285714285714286,0.03201970443349755
DNN ESM2 3B,1e-21,2.2.1.10,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.3.1.1,69,0.9927007299270074,0.014922952149229674
DNN ESM2 3B,1e-21,2.3.1.102,15,0.9333333333333333,0.024242424242424288
DNN ESM2 3B,1e-21,2.3.1.111,15,0.64,0.0193103448275862
DNN ESM2 3B,1e-21,2.3.1.118,15,0.9090909090909091,0.09659090909090906
DNN ESM2 3B,1e-21,2.3.1.12,16,0.8148148148148148,0.014814814814814836
DNN ESM2 3B,1e-21,2.3.1.122,14,0.9655172413793104,0.03218390804597704
DNN ESM2 3B,1e-21,2.3.1.133,15,0.7200000000000001,0.024347826086956514
DNN ESM2 3B,1e-21,2.3.1.15,40,0.8767123287671234,0.011847463902258548
DNN ESM2 3B,1e-21,2.3.1.16,26,0.9811320754716981,0.037735849056603765
DNN ESM2 3B,1e-21,2.3.1.168,14,0.8148148148148148,0.10513739545997614
DNN ESM2 3B,1e-21,2.3.1.176,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,2.3.1.180,76,1.0,0.01333333333333342
DNN ESM2 3B,1e-21,2.3.1.183,14,0.962962962962963,0.03988603988604
DNN ESM2 3B,1e-21,2.3.1.184,14,0.9655172413793104,0.036945812807881784
DNN ESM2 3B,1e-21,2.3.1.20,15,0.9333333333333333,0.10574712643678152
DNN ESM2 3B,1e-21,2.3.1.201,14,0.923076923076923,0.03418803418803407
DNN ESM2 3B,1e-21,2.3.1.202,15,0.9333333333333333,0.03010752688172047
DNN ESM2 3B,1e-21,2.3.1.210,15,0.888888888888889,0.031746031746031855
DNN ESM2 3B,1e-21,2.3.1.234,134,1.0,0.0037174721189590088
DNN ESM2 3B,1e-21,2.3.1.267,14,0.75,0.06249999999999989
DNN ESM2 3B,1e-21,2.3.1.269,28,1.0,0.018181818181818188
DNN ESM2 3B,1e-21,2.3.1.275,96,0.9948186528497409,0.00534496863921452
DNN ESM2 3B,1e-21,2.3.1.30,15,0.896551724137931,0.029885057471264354
DNN ESM2 3B,1e-21,2.3.1.31,58,0.9824561403508771,0.025934401220442438
DNN ESM2 3B,1e-21,2.3.1.39,15,0.967741935483871,0.14421252371916515
DNN ESM2 3B,1e-21,2.3.1.4,14,0.9285714285714286,0.03968253968253965
DNN ESM2 3B,1e-21,2.3.1.41,15,0.9375,0.05514705882352944
DNN ESM2 3B,1e-21,2.3.1.5,14,0.8275862068965518,0.05339265850945507
DNN ESM2 3B,1e-21,2.3.1.61,18,0.8571428571428571,0.015037593984962294
DNN ESM2 3B,1e-21,2.3.1.86,14,0.5925925925925927,0.04086845466155831
DNN ESM2 3B,1e-21,2.3.1.89,17,1.0,0.05555555555555558
DNN ESM2 3B,1e-21,2.3.2.15,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.3.2.16,15,0.9655172413793104,0.11936339522546435
DNN ESM2 3B,1e-21,2.3.2.29,25,0.9803921568627451,0.03699593044765059
DNN ESM2 3B,1e-21,2.3.3.13,55,0.9818181818181818,0.008845208845208785
DNN ESM2 3B,1e-21,2.3.3.16,21,0.9767441860465117,0.24597495527728097
DNN ESM2 3B,1e-21,2.3.3.21,18,1.0,0.02857142857142858
DNN ESM2 3B,1e-21,2.3.3.5,21,0.9500000000000001,0.02692307692307705
DNN ESM2 3B,1e-21,2.4.1.109,20,1.0,0.024390243902439046
DNN ESM2 3B,1e-21,2.4.1.11,15,0.8275862068965518,0.10536398467432961
DNN ESM2 3B,1e-21,2.4.1.115,16,0.5217391304347825,0.05507246376811581
DNN ESM2 3B,1e-21,2.4.1.131,20,1.0,0.024390243902439046
DNN ESM2 3B,1e-21,2.4.1.14,17,1.0,0.02857142857142858
DNN ESM2 3B,1e-21,2.4.1.142,16,1.0,0.0625
DNN ESM2 3B,1e-21,2.4.1.15,26,0.8695652173913044,0.012422360248447228
DNN ESM2 3B,1e-21,2.4.1.152,17,1.0,0.16129032258064513
DNN ESM2 3B,1e-21,2.4.1.17,26,0.9803921568627451,0.02039215686274498
DNN ESM2 3B,1e-21,2.4.1.173,18,1.0,0.027027027027026973
DNN ESM2 3B,1e-21,2.4.1.180,15,0.9090909090909091,0.051948051948051965
DNN ESM2 3B,1e-21,2.4.1.187,17,0.9032258064516129,0.10322580645161272
DNN ESM2 3B,1e-21,2.4.1.20,18,0.8333333333333334,0.18627450980392157
DNN ESM2 3B,1e-21,2.4.1.212,17,0.6857142857142857,0.11428571428571421
DNN ESM2 3B,1e-21,2.4.1.213,17,0.9714285714285714,0.0017316017316016952
DNN ESM2 3B,1e-21,2.4.1.245,16,0.7741935483870969,0.024193548387096864
DNN ESM2 3B,1e-21,2.4.1.250,30,0.9666666666666667,0.060416666666666674
DNN ESM2 3B,1e-21,2.4.1.266,17,0.9444444444444444,0.0032679738562091387
DNN ESM2 3B,1e-21,2.4.1.280,18,0.7999999999999999,0.11578947368421044
DNN ESM2 3B,1e-21,2.4.1.284,17,0.41379310344827586,0.02669632925472748
DNN ESM2 3B,1e-21,2.4.1.287,19,0.972972972972973,0.05405405405405406
DNN ESM2 3B,1e-21,2.4.1.291,16,0.5,0.04838709677419356
DNN ESM2 3B,1e-21,2.4.1.301,19,0.5,0.15000000000000002
DNN ESM2 3B,1e-21,2.4.1.315,17,0.9714285714285714,0.030252100840336138
DNN ESM2 3B,1e-21,2.4.1.41,29,0.9666666666666666,0.01751412429378507
DNN ESM2 3B,1e-21,2.4.1.46,15,0.9655172413793104,0.03218390804597704
DNN ESM2 3B,1e-21,2.4.1.54,17,0.7741935483870968,0.0845383759733036
DNN ESM2 3B,1e-21,2.4.2.10,98,1.0,0.010101010101010055
DNN ESM2 3B,1e-21,2.4.2.18,141,0.9964412811387899,0.010525788181043438
DNN ESM2 3B,1e-21,2.4.2.29,65,1.0,0.023255813953488413
DNN ESM2 3B,1e-21,2.4.2.41,15,0.7878787878787877,0.19528619528619517
DNN ESM2 3B,1e-21,2.4.2.48,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.4.2.53,14,0.7272727272727273,0.021390374331550888
DNN ESM2 3B,1e-21,2.4.2.54,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.5.1.1,21,0.8,0.0631578947368423
DNN ESM2 3B,1e-21,2.5.1.10,20,0.8947368421052632,0.13798008534850648
DNN ESM2 3B,1e-21,2.5.1.103,14,0.9285714285714286,0.005494505494505586
DNN ESM2 3B,1e-21,2.5.1.105,15,0.967741935483871,0.030241935483870996
DNN ESM2 3B,1e-21,2.5.1.114,15,0.896551724137931,0.17655172413793097
DNN ESM2 3B,1e-21,2.5.1.140,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.5.1.16,19,0.9743589743589743,0.026990553306342813
DNN ESM2 3B,1e-21,2.5.1.17,15,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.5.1.29,22,0.8372093023255814,0.15428247305728882
DNN ESM2 3B,1e-21,2.5.1.3,58,0.9913043478260869,0.01785302039245862
DNN ESM2 3B,1e-21,2.5.1.30,14,0.896551724137931,0.14655172413793105
DNN ESM2 3B,1e-21,2.5.1.32,14,0.88,0.1466666666666666
DNN ESM2 3B,1e-21,2.5.1.39,40,1.0,0.012345679012345734
DNN ESM2 3B,1e-21,2.5.1.47,24,0.9565217391304348,0.023188405797101463
DNN ESM2 3B,1e-21,2.5.1.62,14,0.9285714285714286,0.0485714285714286
DNN ESM2 3B,1e-21,2.5.1.90,15,0.64,0.03130434782608704
DNN ESM2 3B,1e-21,2.5.1.96,14,0.7857142857142857,0.016483516483516536
DNN ESM2 3B,1e-21,2.5.1.97,15,0.9090909090909091,0.21678321678321677
DNN ESM2 3B,1e-21,2.6.1.100,15,0.6428571428571429,0.04285714285714293
DNN ESM2 3B,1e-21,2.6.1.102,14,0.5833333333333334,0.061594202898550776
DNN ESM2 3B,1e-21,2.6.1.118,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.6.1.13,20,0.9743589743589743,0.024358974358974272
DNN ESM2 3B,1e-21,2.6.1.18,15,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.6.1.19,15,0.7586206896551724,0.13793103448275856
DNN ESM2 3B,1e-21,2.6.1.2,21,1.0,0.024390243902439046
DNN ESM2 3B,1e-21,2.6.1.33,14,0.923076923076923,0.20307692307692293
DNN ESM2 3B,1e-21,2.6.1.39,16,0.8125,0.0625
DNN ESM2 3B,1e-21,2.6.1.48,14,0.7857142857142857,0.2639751552795031
DNN ESM2 3B,1e-21,2.6.1.50,14,0.4210526315789473,0.2729044834307991
DNN ESM2 3B,1e-21,2.6.1.51,18,0.6206896551724137,0.20689655172413784
DNN ESM2 3B,1e-21,2.6.1.59,16,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,2.6.1.87,14,0.8461538461538461,0.08753315649867377
DNN ESM2 3B,1e-21,2.6.1.88,15,0.9285714285714286,0.08241758241758257
DNN ESM2 3B,1e-21,2.6.1.9,168,0.9970326409495549,0.020701280002809352
DNN ESM2 3B,1e-21,2.6.1.92,14,0.9032258064516129,0.03655913978494629
DNN ESM2 3B,1e-21,2.7.1.134,15,0.888888888888889,0.10101010101010122
DNN ESM2 3B,1e-21,2.7.1.159,18,0.9714285714285714,0.1065637065637065
DNN ESM2 3B,1e-21,2.7.1.160,14,0.962962962962963,0.03988603988604
DNN ESM2 3B,1e-21,2.7.1.165,14,0.7142857142857143,0.024630541871921263
DNN ESM2 3B,1e-21,2.7.1.172,14,1.0,0.0714285714285714
DNN ESM2 3B,1e-21,2.7.1.191,14,0.6956521739130435,0.19565217391304346
DNN ESM2 3B,1e-21,2.7.1.202,14,0.888888888888889,0.022222222222222365
DNN ESM2 3B,1e-21,2.7.1.23,120,0.995850622406639,0.008298755186721962
DNN ESM2 3B,1e-21,2.7.1.32,14,0.75,0.029999999999999916
DNN ESM2 3B,1e-21,2.7.1.36,14,1.0,0.06666666666666665
DNN ESM2 3B,1e-21,2.7.1.4,14,0.8666666666666666,0.018181818181818188
DNN ESM2 3B,1e-21,2.7.1.45,15,0.846153846153846,0.15050167224080246
DNN ESM2 3B,1e-21,2.7.1.48,31,1.0,0.015873015873015928
DNN ESM2 3B,1e-21,2.7.1.49,14,0.5384615384615384,0.01672240802675584
DNN ESM2 3B,1e-21,2.7.1.59,14,0.8,1.1102230246251565e-16
DNN ESM2 3B,1e-21,2.7.1.72,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,2.7.1.8,14,0.9285714285714286,0.08241758241758246
DNN ESM2 3B,1e-21,2.7.1.85,14,0.888888888888889,0.0888888888888889
DNN ESM2 3B,1e-21,2.7.1.89,15,0.9285714285714286,0.03201970443349755
DNN ESM2 3B,1e-21,2.7.10.1,47,1.0,0.010526315789473606
DNN ESM2 3B,1e-21,2.7.11.24,46,1.0,0.010752688172043001
DNN ESM2 3B,1e-21,2.7.11.25,16,0.9411764705882353,0.003676470588235281
DNN ESM2 3B,1e-21,2.7.11.26,14,0.8,1.1102230246251565e-16
DNN ESM2 3B,1e-21,2.7.2.3,98,0.9896907216494846,0.005234763100261719
DNN ESM2 3B,1e-21,2.7.4.10,14,0.9285714285714286,0.025345622119815725
DNN ESM2 3B,1e-21,2.7.4.7,16,0.787878787878788,0.07820136852394932
DNN ESM2 3B,1e-21,2.7.6.2,16,0.967741935483871,0.026565464895635715
DNN ESM2 3B,1e-21,2.7.6.5,18,0.9714285714285714,0.026984126984127
DNN ESM2 3B,1e-21,2.7.7.101,30,1.0,0.016949152542372947
DNN ESM2 3B,1e-21,2.7.7.12,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,2.7.7.13,13,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,2.7.7.49,50,0.9263157894736842,0.0352266805627931
DNN ESM2 3B,1e-21,2.7.7.50,25,1.0,0.04166666666666663
DNN ESM2 3B,1e-21,2.7.7.52,14,0.9655172413793104,0.04244031830238737
DNN ESM2 3B,1e-21,2.7.7.53,15,0.9285714285714286,0.07142857142857151
DNN ESM2 3B,1e-21,2.7.7.60,59,1.0,0.01666666666666672
DNN ESM2 3B,1e-21,2.7.7.68,14,0.962962962962963,0.05973715651135014
DNN ESM2 3B,1e-21,2.7.7.7,143,0.968421052631579,0.016696914700544463
DNN ESM2 3B,1e-21,2.7.7.73,15,0.8148148148148148,0.09481481481481469
DNN ESM2 3B,1e-21,2.7.7.75,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,2.7.7.81,15,0.8125,0.09821428571428581
DNN ESM2 3B,1e-21,2.7.7.82,15,0.7142857142857142,0.11428571428571421
DNN ESM2 3B,1e-21,2.7.7.89,16,1.0,0.030303030303030276
DNN ESM2 3B,1e-21,2.7.7.9,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,2.7.8.11,14,0.9333333333333333,0.004761904761904745
DNN ESM2 3B,1e-21,2.7.8.15,14,0.962962962962963,0.029629629629629672
DNN ESM2 3B,1e-21,2.7.8.23,15,0.8148148148148148,0.07407407407407396
DNN ESM2 3B,1e-21,2.7.8.35,15,0.8387096774193549,0.14640198511166258
DNN ESM2 3B,1e-21,2.7.8.36,15,0.8275862068965518,0.03970741901776409
DNN ESM2 3B,1e-21,2.7.8.40,15,0.7878787878787877,0.01368523949169087
DNN ESM2 3B,1e-21,2.7.8.41,14,0.8666666666666666,0.06666666666666665
DNN ESM2 3B,1e-21,2.7.8.5,14,0.8148148148148148,0.04558404558404561
DNN ESM2 3B,1e-21,2.7.9.3,23,1.0,0.021276595744680882
DNN ESM2 3B,1e-21,2.8.1.2,14,0.923076923076923,0.03418803418803407
DNN ESM2 3B,1e-21,2.8.2.1,19,0.9444444444444444,0.0795795795795795
DNN ESM2 3B,1e-21,2.8.3.16,28,0.5882352941176471,0.07914438502673804
DNN ESM2 3B,1e-21,2.8.3.18,22,0.8837209302325582,0.10594315245478036
DNN ESM2 3B,1e-21,2.8.3.9,19,0.8500000000000001,0.01279069767441865
DNN ESM2 3B,1e-21,2.8.4.2,14,0.9655172413793104,0.11936339522546424
DNN ESM2 3B,1e-21,3.1.1.14,15,0.846153846153846,0.01856763925729421
DNN ESM2 3B,1e-21,3.1.1.22,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,3.1.1.24,16,0.8571428571428571,0.1298701298701299
DNN ESM2 3B,1e-21,3.1.1.53,19,1.0,0.02564102564102566
DNN ESM2 3B,1e-21,3.1.1.57,14,0.8148148148148148,0.04558404558404561
DNN ESM2 3B,1e-21,3.1.1.73,17,0.8387096774193549,0.0958525345622121
DNN ESM2 3B,1e-21,3.1.1.75,16,0.9375,0.02840909090909094
DNN ESM2 3B,1e-21,3.1.1.81,15,0.9333333333333333,0.08717948717948731
DNN ESM2 3B,1e-21,3.1.1.85,16,0.9333333333333333,0.03010752688172047
DNN ESM2 3B,1e-21,3.1.12.1,25,1.0,0.019607843137254943
DNN ESM2 3B,1e-21,3.1.13.2,17,1.0,0.10526315789473684
DNN ESM2 3B,1e-21,3.1.2.1,14,0.8750000000000001,0.07500000000000007
DNN ESM2 3B,1e-21,3.1.2.14,15,0.8275862068965518,0.06288032454361048
DNN ESM2 3B,1e-21,3.1.2.28,14,0.8484848484848484,0.024955436720142554
DNN ESM2 3B,1e-21,3.1.2.4,14,0.8484848484848484,0.024955436720142554
DNN ESM2 3B,1e-21,3.1.2.6,78,0.9871794871794872,0.018235387800605296
DNN ESM2 3B,1e-21,3.1.21.4,26,0.875,0.2804054054054055
DNN ESM2 3B,1e-21,3.1.21.5,14,0.962962962962963,0.03988603988604
DNN ESM2 3B,1e-21,3.1.22.1,20,1.0,0.024390243902439046
DNN ESM2 3B,1e-21,3.1.26.11,43,1.0,0.022727272727272707
DNN ESM2 3B,1e-21,3.1.26.12,14,0.962962962962963,0.029629629629629672
DNN ESM2 3B,1e-21,3.1.26.13,16,0.8666666666666666,0.11666666666666659
DNN ESM2 3B,1e-21,3.1.26.4,216,0.9906542056074767,0.0022551336817225875
DNN ESM2 3B,1e-21,3.1.26.5,102,0.99009900990099,0.010099009900989997
DNN ESM2 3B,1e-21,3.1.3.18,21,1.0,0.023255813953488302
DNN ESM2 3B,1e-21,3.1.3.23,15,0.6666666666666667,0.021505376344086113
DNN ESM2 3B,1e-21,3.1.3.5,113,0.9866666666666667,0.004365781710914507
DNN ESM2 3B,1e-21,3.1.3.6,16,0.7741935483870969,0.06451612903225823
DNN ESM2 3B,1e-21,3.1.3.68,15,0.8749999999999999,0.03629032258064502
DNN ESM2 3B,1e-21,3.1.3.86,14,0.88,0.03384615384615386
DNN ESM2 3B,1e-21,3.1.3.89,15,0.967741935483871,0.058651026392961936
DNN ESM2 3B,1e-21,3.1.31.1,24,1.0,0.04347826086956519
DNN ESM2 3B,1e-21,3.1.4.1,21,1.0,0.023255813953488302
DNN ESM2 3B,1e-21,3.1.4.12,22,0.8780487804878049,0.0062539086929330745
DNN ESM2 3B,1e-21,3.1.4.3,18,0.9090909090909091,0.02020202020202022
DNN ESM2 3B,1e-21,3.1.4.38,20,1.0,0.06976744186046513
DNN ESM2 3B,1e-21,3.1.4.46,16,0.9375,0.02840909090909094
DNN ESM2 3B,1e-21,3.1.4.52,18,0.8717948717948718,0.006930006930006893
DNN ESM2 3B,1e-21,3.1.4.54,21,0.9767441860465117,0.022198731501057223
DNN ESM2 3B,1e-21,3.1.6.1,26,0.3859649122807018,0.14420667052246006
DNN ESM2 3B,1e-21,3.1.6.14,26,0.8846153846153846,0.054426705370101636
DNN ESM2 3B,1e-21,3.1.6.4,29,0.8163265306122449,0.01632653061224487
DNN ESM2 3B,1e-21,3.1.6.6,22,0.5882352941176471,0.07843137254901966
DNN ESM2 3B,1e-21,3.13.1.1,16,1.0,0.10344827586206895
DNN ESM2 3B,1e-21,3.2.1.122,15,0.967741935483871,0.030241935483870996
DNN ESM2 3B,1e-21,3.2.1.147,15,0.7692307692307692,0.10256410256410253
DNN ESM2 3B,1e-21,3.2.1.169,14,0.888888888888889,0.01388888888888884
DNN ESM2 3B,1e-21,3.2.1.183,16,0.7222222222222223,0.016339869281045805
DNN ESM2 3B,1e-21,3.2.1.184,15,0.6923076923076923,0.049450549450549386
DNN ESM2 3B,1e-21,3.2.1.196,14,0.9032258064516129,0.028225806451612767
DNN ESM2 3B,1e-21,3.2.1.2,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,3.2.1.20,21,0.7368421052631577,0.07017543859649111
DNN ESM2 3B,1e-21,3.2.1.31,15,0.9090909090909091,0.03409090909090917
DNN ESM2 3B,1e-21,3.2.1.40,14,0.9285714285714286,0.03201970443349755
DNN ESM2 3B,1e-21,3.2.1.49,15,0.6666666666666666,0.023809523809523725
DNN ESM2 3B,1e-21,3.2.1.68,18,0.8750000000000001,0.026515151515151603
DNN ESM2 3B,1e-21,3.2.1.70,14,0.88,0.07999999999999996
DNN ESM2 3B,1e-21,3.2.1.91,25,0.7843137254901961,0.02959674435812043
DNN ESM2 3B,1e-21,3.2.2.21,14,0.962962962962963,0.03439153439153442
DNN ESM2 3B,1e-21,3.2.2.24,14,0.8666666666666666,0.051851851851851816
DNN ESM2 3B,1e-21,3.2.2.31,14,1.0,0.09677419354838712
DNN ESM2 3B,1e-21,3.3.2.1,25,0.6976744186046512,0.07545219638242895
DNN ESM2 3B,1e-21,3.4.11.1,85,0.988095238095238,0.034072249589490955
DNN ESM2 3B,1e-21,3.4.11.15,14,0.6666666666666666,0.08333333333333326
DNN ESM2 3B,1e-21,3.4.11.19,14,0.75,0.029999999999999916
DNN ESM2 3B,1e-21,3.4.11.24,15,0.5517241379310344,0.10011123470522793
DNN ESM2 3B,1e-21,3.4.11.4,20,0.9743589743589743,0.024358974358974272
DNN ESM2 3B,1e-21,3.4.11.5,19,0.8333333333333333,0.015151515151515138
DNN ESM2 3B,1e-21,3.4.11.9,38,0.9870129870129869,0.012654012654012559
DNN ESM2 3B,1e-21,3.4.13.9,23,0.8979591836734695,0.004342162396873794
DNN ESM2 3B,1e-21,3.4.14.10,20,0.8780487804878048,0.19383825417201528
DNN ESM2 3B,1e-21,3.4.14.9,21,0.8936170212765957,0.03647416413373861
DNN ESM2 3B,1e-21,3.4.15.1,23,1.0,0.021276595744680882
DNN ESM2 3B,1e-21,3.4.15.5,22,0.9767441860465117,0.02436323366555937
DNN ESM2 3B,1e-21,3.4.17.18,15,0.967741935483871,0.14015572858731917
DNN ESM2 3B,1e-21,3.4.18.1,24,0.9787234042553191,0.018723404255319043
DNN ESM2 3B,1e-21,3.4.19.5,14,0.9655172413793104,0.036945812807881784
DNN ESM2 3B,1e-21,3.4.21.100,14,1.0,0.07692307692307698
DNN ESM2 3B,1e-21,3.4.21.102,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,3.4.21.107,14,0.8571428571428571,0.1428571428571428
DNN ESM2 3B,1e-21,3.4.21.21,14,0.9655172413793104,0.0025542784163473664
DNN ESM2 3B,1e-21,3.4.21.25,15,0.7692307692307692,0.08173076923076916
DNN ESM2 3B,1e-21,3.4.21.53,62,1.0,0.008000000000000118
DNN ESM2 3B,1e-21,3.4.21.72,14,0.8148148148148148,0.11916264090177131
DNN ESM2 3B,1e-21,3.4.22.37,15,0.967741935483871,0.1105990783410139
DNN ESM2 3B,1e-21,3.4.22.45,16,1.0,0.1578947368421052
DNN ESM2 3B,1e-21,3.4.22.54,16,1.0,0.11111111111111105
DNN ESM2 3B,1e-21,3.4.23.36,89,1.0,0.011363636363636354
DNN ESM2 3B,1e-21,3.4.23.5,15,0.896551724137931,0.02155172413793116
DNN ESM2 3B,1e-21,3.4.24.11,14,0.88,0.03384615384615386
DNN ESM2 3B,1e-21,3.4.24.24,14,0.962962962962963,0.03988603988604
DNN ESM2 3B,1e-21,3.4.24.3,14,0.962962962962963,0.09629629629629644
DNN ESM2 3B,1e-21,3.4.24.40,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,3.4.24.64,14,0.7878787878787878,0.037878787878787845
DNN ESM2 3B,1e-21,3.4.24.80,14,0.6666666666666665,0.16666666666666652
DNN ESM2 3B,1e-21,3.5.1.100,15,0.4137931034482759,0.14712643678160925
DNN ESM2 3B,1e-21,3.5.1.110,14,0.8750000000000001,0.03629032258064524
DNN ESM2 3B,1e-21,3.5.1.124,18,0.8421052631578948,0.021592442645074317
DNN ESM2 3B,1e-21,3.5.1.13,18,0.918918918918919,0.03003003003003013
DNN ESM2 3B,1e-21,3.5.1.16,18,0.9142857142857143,0.019548872180451093
DNN ESM2 3B,1e-21,3.5.1.28,27,0.8571428571428572,0.029556650246305494
DNN ESM2 3B,1e-21,3.5.1.29,16,0.5925925925925926,0.01194743130227005
DNN ESM2 3B,1e-21,3.5.1.3,17,0.7,0.033333333333333215
DNN ESM2 3B,1e-21,3.5.1.41,18,0.9473684210526316,0.06931964056482665
DNN ESM2 3B,1e-21,3.5.1.46,17,1.0,0.02857142857142858
DNN ESM2 3B,1e-21,3.5.1.52,15,1.0,0.1515151515151515
DNN ESM2 3B,1e-21,3.5.1.56,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,3.5.1.6,14,0.6470588235294117,0.05882352941176472
DNN ESM2 3B,1e-21,3.5.1.81,17,0.6896551724137931,0.09706257982120048
DNN ESM2 3B,1e-21,3.5.1.87,17,0.6315789473684211,0.07602339181286566
DNN ESM2 3B,1e-21,3.5.1.94,16,0.9411764705882353,0.026890756302521024
DNN ESM2 3B,1e-21,3.5.2.12,14,0.9333333333333333,0.010256410256410331
DNN ESM2 3B,1e-21,3.5.2.5,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,3.5.3.8,24,1.0,0.039999999999999925
DNN ESM2 3B,1e-21,3.5.3.9,21,0.9268292682926829,0.07682926829268277
DNN ESM2 3B,1e-21,3.5.4.12,15,0.9375,0.02840909090909094
DNN ESM2 3B,1e-21,3.5.4.25,41,0.9879518072289156,0.011761331038439349
DNN ESM2 3B,1e-21,3.5.4.26,14,0.923076923076923,0.03418803418803407
DNN ESM2 3B,1e-21,3.5.4.28,25,0.9615384615384615,0.0726495726495725
DNN ESM2 3B,1e-21,3.5.4.3,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,3.5.4.30,27,0.9473684210526316,0.001913875598086201
DNN ESM2 3B,1e-21,3.5.4.32,15,0.7692307692307692,0.06652806652806631
DNN ESM2 3B,1e-21,3.5.4.40,15,0.9375,0.03427419354838712
DNN ESM2 3B,1e-21,3.5.4.42,15,0.967741935483871,0.0022246941045606095
DNN ESM2 3B,1e-21,3.5.4.43,14,0.7692307692307692,0.3247863247863247
DNN ESM2 3B,1e-21,3.5.5.1,28,0.46511627906976744,0.10956072351421187
DNN ESM2 3B,1e-21,3.5.5.7,22,0.8,0.13333333333333341
DNN ESM2 3B,1e-21,3.6.1.22,15,0.9333333333333333,0.03010752688172047
DNN ESM2 3B,1e-21,3.6.1.29,17,0.9375,0.01858108108108114
DNN ESM2 3B,1e-21,3.6.1.31,62,1.0,0.015873015873015928
DNN ESM2 3B,1e-21,3.6.1.40,16,0.8571428571428572,0.008658008658008698
DNN ESM2 3B,1e-21,3.6.1.55,16,0.7586206896551724,0.09195402298850575
DNN ESM2 3B,1e-21,3.6.1.61,16,0.7999999999999999,0.07272727272727275
DNN ESM2 3B,1e-21,3.6.1.65,15,0.7857142857142856,0.0714285714285714
DNN ESM2 3B,1e-21,3.6.4.12,282,0.9607142857142857,0.000994495871903922
DNN ESM2 3B,1e-21,3.6.4.13,244,0.9355509355509356,0.011181187651776003
DNN ESM2 3B,1e-21,3.7.1.12,15,0.9285714285714286,0.03968253968253965
DNN ESM2 3B,1e-21,3.7.1.13,15,0.5714285714285715,0.1825396825396826
DNN ESM2 3B,1e-21,3.7.1.14,15,0.6666666666666665,0.13725490196078416
DNN ESM2 3B,1e-21,3.7.1.17,15,0.5217391304347827,0.1079460269865068
DNN ESM2 3B,1e-21,3.7.1.20,15,0.8,0.06666666666666676
DNN ESM2 3B,1e-21,3.7.1.21,15,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,3.7.1.5,15,0.6,0.048275862068965614
DNN ESM2 3B,1e-21,3.7.1.8,15,0.10526315789473685,0.005263157894736845
DNN ESM2 3B,1e-21,3.8.1.2,15,0.896551724137931,0.039408866995073955
DNN ESM2 3B,1e-21,3.8.1.3,15,0.8571428571428571,0.08294930875576023
DNN ESM2 3B,1e-21,3.8.1.5,15,0.9333333333333333,0.12083333333333335
DNN ESM2 3B,1e-21,3.8.1.7,15,0.7857142857142856,0.24725274725274704
DNN ESM2 3B,1e-21,4.1.1.11,120,0.99581589958159,0.0041492329149233065
DNN ESM2 3B,1e-21,4.1.1.17,14,1.0,0.06666666666666665
DNN ESM2 3B,1e-21,4.1.1.18,14,0.8571428571428571,0.042328042328042326
